θ_0,θ_1,Hours,Salary
692.77,9.99,98.13020739848386,1682.6090714602822
692.77,9.99,99.10714233541923,1692.36627086877
692.77,9.99,100.08407727235459,1702.1234702772579
692.77,9.99,101.06101220928996,1711.8806696857457
692.77,9.99,102.03794714622532,1721.6378690942338
692.77,9.99,103.01488208316069,1731.3950685027216
692.77,9.99,103.99181702009605,1741.1522679112095
692.77,9.99,104.96875195703142,1750.9094673196973
692.77,9.99,105.94568689396678,1760.6666667281854
692.77,9.99,106.92262183090214,1770.4238661366733
692.77,9.99,107.89955676783751,1780.1810655451611
692.77,9.99,108.87649170477287,1789.938264953649
692.77,9.99,109.85342664170824,1799.6954643621368
692.77,9.99,110.8303615786436,1809.452663770625
692.77,9.99,111.80729651557897,1819.2098631791127
692.77,9.99,112.78423145251433,1828.9670625876006
692.77,9.99,113.7611663894497,1838.7242619960884
692.77,9.99,114.73810132638506,1848.4814614045765
692.77,9.99,115.71503626332043,1858.2386608130644
692.77,9.99,116.6919712002558,1867.9958602215522
692.77,9.99,117.66890613719116,1877.75305963004
692.77,9.99,118.64584107412652,1887.5102590385281
692.77,9.99,119.62277601106189,1897.267458447016
692.77,9.99,120.59971094799725,1907.0246578555038
692.77,9.99,121.57664588493262,1916.7818572639917
692.77,9.99,122.55358082186798,1926.5390566724798
692.77,9.99,123.53051575880335,1936.2962560809676
692.77,9.99,124.50745069573871,1946.0534554894555
692.77,9.99,125.48438563267408,1955.8106548979433
692.77,9.99,126.46132056960944,1965.5678543064314
692.77,9.99,127.4382555065448,1975.3250537149195
692.77,9.99,128.41519044348018,1985.0822531234073
692.77,9.99,129.39212538041556,1994.8394525318954
692.77,9.99,130.36906031735094,2004.5966519403835
692.77,9.99,131.34599525428632,2014.3538513488716
692.77,9.99,132.3229301912217,2024.1110507573596
692.77,9.99,133.29986512815708,2033.8682501658477
692.77,9.99,134.27680006509246,2043.6254495743358
692.77,9.99,135.25373500202784,2053.382648982824
692.77,9.99,136.23066993896322,2063.1398483913117
692.77,9.99,137.2076048758986,2072.8970477998
692.77,9.99,138.18453981283398,2082.654247208288
692.77,9.99,139.16147474976935,2092.4114466167757
692.77,9.99,140.13840968670473,2102.168646025264
692.77,9.99,141.1153446236401,2111.925845433752
692.77,9.99,142.0922795605755,2121.68304484224
692.77,9.99,143.06921449751087,2131.440244250728
692.77,9.99,144.04614943444625,2141.1974436592163
692.77,9.99,145.02308437138163,2150.954643067704
692.77,9.99,146.000019308317,2160.7118424761925
692.77,9.99,146.9769542452524,2170.4690418846803
692.77,9.99,147.95388918218777,2180.226241293168
692.77,9.99,148.93082411912314,2189.9834407016565
692.77,9.99,149.90775905605852,2199.7406401101443
692.77,9.99,150.8846939929939,2209.4978395186326
692.77,9.99,151.86162892992928,2219.2550389271205
692.77,9.99,152.83856386686466,2229.012238335609
692.77,9.99,153.81549880380004,2238.7694377440966
692.77,9.99,154.79243374073542,2248.5266371525845
692.77,9.99,155.7693686776708,2258.283836561073
692.77,9.99,156.74630361460618,2268.0410359695607
692.77,9.99,157.72323855154156,2277.798235378049
692.77,9.99,158.70017348847693,2287.555434786537
692.77,9.99,159.6771084254123,2297.312634195025
692.77,9.99,160.6540433623477,2307.069833603513
692.77,9.99,161.63097829928307,2316.827033012001
692.77,9.99,162.60791323621845,2326.584232420489
692.77,9.99,163.58484817315383,2336.341431828977
692.77,9.99,164.5617831100892,2346.0986312374653
692.77,9.99,165.5387180470246,2355.855830645953
692.77,9.99,166.51565298395997,2365.6130300544414
692.77,9.99,167.49258792089535,2375.3702294629293
692.77,9.99,168.46952285783073,2385.127428871417
692.77,9.99,169.4464577947661,2394.8846282799054
692.77,9.99,170.42339273170148,2404.6418276883933
692.77,9.99,171.40032766863686,2414.3990270968816
692.77,9.99,172.37726260557224,2424.1562265053694
692.77,9.99,173.35419754250762,2433.9134259138577
692.77,9.99,174.331132479443,2443.6706253223456
692.77,9.99,175.30806741637838,2453.427824730834
692.77,9.99,176.28500235331376,2463.1850241393217
692.77,9.99,177.26193729024914,2472.9422235478096
692.77,9.99,178.23887222718452,2482.699422956298
692.77,9.99,179.2158071641199,2492.4566223647857
692.77,9.99,180.19274210105527,2502.213821773274
692.77,9.99,181.16967703799065,2511.971021181762
692.77,9.99,182.14661197492603,2521.72822059025
692.77,9.99,183.1235469118614,2531.485419998738
692.77,9.99,184.1004818487968,2541.242619407226
692.77,9.99,185.07741678573217,2550.999818815714
692.77,9.99,186.05435172266755,2560.757018224202
692.77,9.99,187.03128665960293,2570.5142176326904
692.77,9.99,188.0082215965383,2580.271417041178
692.77,9.99,188.98515653347368,2590.0286164496665
692.77,9.99,189.96209147040906,2599.7858158581544
692.77,9.99,190.93902640734444,2609.543015266642
692.77,9.99,191.91596134427982,2619.3002146751305
692.77,9.99,192.8928962812152,2629.0574140836184
692.77,9.99,193.86983121815058,2638.8146134921067
692.77,9.99,194.84676615508596,2648.5718129005945
692.77,9.99,195.82370109202134,2658.329012309083
692.77,9.99,196.80063602895672,2668.0862117175707
692.77,9.99,197.7775709658921,2677.843411126059
692.77,9.99,198.75450590282747,2687.600610534547
692.77,9.99,199.73144083976285,2697.3578099430347
692.77,9.99,200.70837577669823,2707.115009351523
692.77,9.99,201.6853107136336,2716.872208760011
692.77,9.99,202.662245650569,2726.629408168499
692.77,9.99,203.63918058750437,2736.386607576987
692.77,9.99,204.61611552443975,2746.1438069854753
692.77,9.99,205.59305046137513,2755.901006393963
692.77,9.99,206.5699853983105,2765.658205802451
692.77,9.99,207.5469203352459,2775.4154052109393
692.77,9.99,208.52385527218127,2785.172604619427
692.77,9.99,209.50079020911664,2794.9298040279155
692.77,9.99,210.47772514605202,2804.6870034364033
692.77,9.99,211.4546600829874,2814.4442028448916
692.77,9.99,212.43159501992278,2824.2014022533795
692.77,9.99,213.40852995685816,2833.9586016618673
692.77,9.99,214.38546489379354,2843.7158010703556
692.77,9.99,215.36239983072892,2853.4730004788435
692.77,9.99,216.3393347676643,2863.2301998873318
692.77,9.99,217.31626970459968,2872.9873992958196
692.77,9.99,218.29320464153506,2882.744598704308
692.77,9.99,219.27013957847043,2892.5017981127958
692.77,9.99,220.2470745154058,2902.258997521284
692.77,9.99,221.2240094523412,2912.016196929772
692.77,9.99,222.20094438927657,2921.7733963382598
692.77,9.99,223.17787932621195,2931.530595746748
692.77,9.99,224.15481426314733,2941.287795155236
692.77,9.99,225.1317492000827,2951.0449945637242
692.77,9.99,226.1086841370181,2960.802193972212
692.77,9.99,227.08561907395347,2970.5593933807004
692.77,9.99,228.06255401088885,2980.3165927891882
692.77,9.99,229.03948894782422,2990.073792197676
692.77,9.99,230.0164238847596,2999.8309916061644
692.77,9.99,230.99335882169498,3009.5881910146522
692.77,9.99,231.97029375863036,3019.3453904231405
692.77,9.99,232.94722869556574,3029.1025898316284
692.77,9.99,233.92416363250112,3038.8597892401167
692.77,9.99,234.9010985694365,3048.6169886486045
692.77,9.99,235.87803350637188,3058.3741880570924
692.77,9.99,236.85496844330726,3068.1313874655807
692.77,9.99,237.83190338024264,3077.8885868740686
692.77,9.99,238.80883831717802,3087.645786282557
692.77,9.99,239.7857732541134,3097.4029856910447
692.77,9.99,240.76270819104877,3107.160185099533
692.77,9.99,241.73964312798415,3116.917384508021
692.77,9.99,242.71657806491953,3126.674583916509
692.77,9.99,243.6935130018549,3136.431783324997
692.77,9.99,244.6704479387903,3146.188982733485
692.77,9.99,245.64738287572567,3155.946182141973
692.77,9.99,246.62431781266105,3165.703381550461
692.77,9.99,247.60125274959643,3175.4605809589493
692.77,9.99,248.5781876865318,3185.217780367437
692.77,9.99,249.55512262346718,3194.9749797759255
692.77,9.99,250.53205756040256,3204.7321791844133
692.77,9.99,251.50899249733794,3214.489378592901
692.77,9.99,252.48592743427332,3224.2465780013895
692.77,9.99,253.4628623712087,3234.0037774098773
692.77,9.99,254.43979730814408,3243.7609768183656
692.77,9.99,255.41673224507946,3253.5181762268535
692.77,9.99,256.39366718201484,3263.275375635342
692.77,9.99,257.3706021189502,3273.0325750438296
692.77,9.99,258.3475370558856,3282.7897744523175
692.77,9.99,259.324471992821,3292.546973860806
692.77,9.99,260.30140692975635,3302.3041732692936
692.77,9.99,261.27834186669173,3312.061372677782
692.77,9.99,262.2552768036271,3321.81857208627
692.77,9.99,263.2322117405625,3331.575771494758
692.77,9.99,264.20914667749787,3341.332970903246
692.77,9.99,265.18608161443325,3351.0901703117343
692.77,9.99,266.1630165513686,3360.847369720222
692.77,9.99,267.139951488304,3370.60456912871
692.77,9.99,268.1168864252394,3380.3617685371983
692.77,9.99,269.09382136217476,3390.118967945686
692.77,9.99,270.07075629911014,3399.8761673541744
692.77,9.99,271.0476912360455,3409.6333667626623
692.77,9.99,272.0246261729809,3419.3905661711506
692.77,9.99,273.0015611099163,3429.1477655796384
692.77,9.99,273.97849604685166,3438.9049649881263
692.77,9.99,274.95543098378704,3448.6621643966146
692.77,9.99,275.9323659207224,3458.4193638051024
692.77,9.99,276.9093008576578,3468.1765632135907
692.77,9.99,277.8862357945932,3477.9337626220786
692.77,9.99,278.86317073152856,3487.690962030567
692.77,9.99,279.84010566846393,3497.4481614390547
692.77,9.99,280.8170406053993,3507.2053608475426
692.77,9.99,281.7939755423347,3516.962560256031
692.77,9.99,282.77091047927007,3526.7197596645187
692.77,9.99,283.74784541620545,3536.476959073007
692.77,9.99,284.72478035314083,3546.234158481495
692.77,9.99,285.7017152900762,3555.991357889983
692.77,9.99,286.6786502270116,3565.748557298471
692.77,9.99,287.65558516394697,3575.5057567069593
692.77,9.99,288.63252010088235,3585.262956115447
692.77,9.99,289.6094550378177,3595.020155523935
692.77,9.99,290.5863899747531,3604.7773549324233
692.77,9.99,291.5633249116885,3614.534554340911
692.77,9.99,292.54025984862386,3624.2917537493995
692.77,9.99,293.51719478555924,3634.0489531578874
692.77,9.99,294.4941297224946,3643.8061525663757
692.77,9.99,295.47106465943,3653.5633519748635
692.77,9.99,296.4479995963654,3663.3205513833514
692.77,9.99,297.42493453330076,3673.0777507918397
692.77,9.99,298.40186947023614,3682.8349502003275
692.77,9.99,299.3788044071715,3692.592149608816
692.77,9.99,300.3557393441069,3702.3493490173037
692.77,9.99,301.3326742810423,3712.106548425792
692.77,9.99,302.30960921797765,3721.86374783428
692.77,9.99,303.28654415491303,3731.6209472427677
692.77,9.99,304.2634790918484,3741.378146651256
692.77,9.99,305.2404140287838,3751.135346059744
692.77,9.99,306.21734896571917,3760.892545468232
692.77,9.99,307.19428390265455,3770.64974487672
692.77,9.99,308.1712188395899,3780.4069442852083
692.77,9.99,309.1481537765253,3790.164143693696
692.77,9.99,310.1250887134607,3799.921343102184
692.77,9.99,311.10202365039606,3809.6785425106723
692.77,9.99,312.07895858733144,3819.43574191916
692.77,9.99,313.0558935242668,3829.1929413276484
692.77,9.99,314.0328284612022,3838.9501407361363
692.77,9.99,315.0097633981376,3848.7073401446246
692.77,9.99,315.98669833507296,3858.4645395531124
692.77,9.99,316.96363327200834,3868.2217389616007
692.77,9.99,317.9405682089437,3877.9789383700886
692.77,9.99,318.9175031458791,3887.7361377785764
692.77,9.99,319.8944380828145,3897.4933371870648
692.77,9.99,320.87137301974985,3907.2505365955526
692.77,9.99,321.84830795668523,3917.007736004041
692.77,9.99,322.8252428936206,3926.7649354125288
692.77,9.99,323.802177830556,3936.522134821017
692.77,9.99,324.77911276749137,3946.279334229505
692.77,9.99,325.75604770442675,3956.0365336379928
692.77,9.99,326.7329826413621,3965.793733046481
692.77,9.99,327.7099175782975,3975.550932454969
692.77,9.99,328.6868525152329,3985.308131863457
692.77,9.99,329.66378745216826,3995.065331271945
692.77,9.99,330.64072238910364,4004.8225306804334
692.77,9.99,331.617657326039,4014.579730088921
692.77,9.99,332.5945922629744,4024.336929497409
692.77,9.99,333.5715271999098,4034.0941289058974
692.77,9.99,334.54846213684516,4043.8513283143852
692.77,9.99,335.52539707378054,4053.6085277228735
692.77,9.99,336.5023320107159,4063.3657271313614
692.77,9.99,337.4792669476513,4073.1229265398497
692.77,9.99,338.4562018845867,4082.8801259483375
692.77,9.99,339.43313682152206,4092.637325356826
692.77,9.99,340.41007175845743,4102.394524765314
692.77,9.99,341.3870066953928,4112.151724173802
692.77,9.99,342.3639416323282,4121.908923582289
692.77,9.99,343.34087656926357,4131.666122990778
692.77,9.99,344.31781150619895,4141.423322399266
692.77,9.99,345.29474644313433,4151.180521807754
692.77,9.99,346.2716813800697,4160.937721216242
692.77,9.99,347.2486163170051,4170.69492062473
692.77,9.99,348.22555125394047,4180.452120033218
692.77,9.99,349.20248619087585,4190.209319441706
692.77,9.99,350.1794211278112,4199.966518850194
692.77,9.99,351.1563560647466,4209.723718258682
692.77,9.99,352.133291001682,4219.480917667171
692.77,9.99,353.11022593861736,4229.238117075658
692.77,9.99,354.08716087555274,4238.995316484146
692.77,9.99,355.0640958124881,4248.752515892635
692.77,9.99,356.0410307494235,4258.509715301122
692.77,9.99,357.0179656863589,4268.26691470961
692.77,9.99,357.99490062329426,4278.024114118099
692.77,9.99,358.97183556022964,4287.781313526587
692.77,9.99,359.948770497165,4297.538512935074
692.77,9.99,360.9257054341004,4307.295712343563
692.77,9.99,361.9026403710358,4317.052911752051
692.77,9.99,362.87957530797115,4326.810111160538
692.77,9.99,363.85651024490653,4336.567310569027
692.77,9.99,364.8334451818419,4346.324509977515
692.77,9.99,365.8103801187773,4356.081709386003
692.77,9.99,366.78731505571267,4365.838908794491
692.77,9.99,367.76424999264805,4375.596108202979
692.77,9.99,368.7411849295834,4385.353307611467
692.77,9.99,369.7181198665188,4395.110507019955
692.77,9.99,370.6950548034542,4404.867706428443
692.77,9.99,371.67198974038956,4414.624905836931
692.77,9.99,372.64892467732494,4424.38210524542
692.77,9.99,373.6258596142603,4434.139304653907
692.77,9.99,374.6027945511957,4443.896504062395
692.77,9.99,375.5797294881311,4453.653703470884
692.77,9.99,376.55666442506646,4463.410902879372
692.77,9.99,377.53359936200184,4473.168102287859
692.77,9.99,378.5105342989372,4482.925301696348
692.77,9.99,379.4874692358726,4492.682501104836
692.77,9.99,380.464404172808,4502.439700513323
692.77,9.99,381.44133910974335,4512.196899921812
692.77,9.99,382.41827404667873,4521.9540993303
692.77,9.99,383.3952089836141,4531.711298738788
692.77,9.99,384.3721439205495,4541.468498147276
692.77,9.99,385.34907885748487,4551.225697555764
692.77,9.99,386.32601379442025,4560.982896964252
692.77,9.99,387.3029487313556,4570.74009637274
692.77,9.99,388.279883668291,4580.497295781228
692.77,9.99,389.2568186052264,4590.254495189716
692.77,9.99,390.23375354216176,4600.0116945982045
692.77,9.99,391.21068847909714,4609.768894006692
692.77,9.99,392.1876234160325,4619.52609341518
692.77,9.99,393.1645583529679,4629.2832928236685
692.77,9.99,394.1414932899033,4639.040492232156
692.77,9.99,395.11842822683866,4648.797691640644
692.77,9.99,396.09536316377404,4658.5548910491325
692.77,9.99,397.0722981007094,4668.312090457621
692.77,9.99,398.0492330376448,4678.069289866108
692.77,9.99,399.0261679745802,4687.8264892745965
692.77,9.99,400.00310291151555,4697.583688683085
692.77,9.99,400.98003784845093,4707.340888091572
692.77,9.99,401.9569727853863,4717.0980875000605
692.77,9.99,402.9339077223217,4726.855286908549
692.77,9.99,403.91084265925707,4736.612486317037
692.77,9.99,404.88777759619245,4746.3696857255245
692.77,9.99,405.86471253312783,4756.126885134013
692.77,9.99,406.8416474700632,4765.884084542501
692.77,9.99,407.8185824069986,4775.6412839509885
692.77,9.99,408.79551734393397,4785.398483359477
692.77,9.99,409.77245228086935,4795.155682767965
692.77,9.99,410.7493872178047,4804.912882176453
692.77,9.99,411.7263221547401,4814.670081584941
692.77,9.99,412.7032570916755,4824.427280993429
692.77,9.99,413.68019202861086,4834.184480401917
692.77,9.99,414.65712696554624,4843.941679810405
692.77,9.99,415.6340619024816,4853.698879218893
692.77,9.99,416.610996839417,4863.456078627381
692.77,9.99,417.5879317763524,4873.21327803587
692.77,9.99,418.56486671328776,4882.970477444357
692.77,9.99,419.54180165022314,4892.727676852845
692.77,9.99,420.5187365871585,4902.484876261334
692.77,9.99,421.4956715240939,4912.242075669822
692.77,9.99,422.4726064610293,4921.999275078309
692.77,9.99,423.44954139796465,4931.756474486798
692.77,9.99,424.42647633490003,4941.513673895286
692.77,9.99,425.4034112718354,4951.270873303773
692.77,9.99,426.3803462087708,4961.028072712262
692.77,9.99,427.35728114570617,4970.78527212075
692.77,9.99,428.33421608264155,4980.542471529238
692.77,9.99,429.3111510195769,4990.299670937726
692.77,9.99,430.2880859565123,5000.056870346214
692.77,9.99,431.2650208934477,5009.814069754702
692.77,9.99,432.24195583038306,5019.57126916319
692.77,9.99,433.21889076731844,5029.328468571678
692.77,9.99,434.1958257042538,5039.085667980166
692.77,9.99,435.1727606411892,5048.842867388655
692.77,9.99,436.1496955781246,5058.600066797142
692.77,9.99,437.12663051505996,5068.35726620563
692.77,9.99,438.10356545199534,5078.114465614119
692.77,9.99,439.0805003889307,5087.871665022606
692.77,9.99,440.0574353258661,5097.628864431094
692.77,9.99,441.0343702628015,5107.386063839583
692.77,9.99,442.01130519973685,5117.143263248071
692.77,9.99,442.98824013667223,5126.900462656558
692.77,9.99,443.9651750736076,5136.657662065047
692.77,9.99,444.942110010543,5146.414861473535
692.77,9.99,445.91904494747837,5156.172060882022
692.77,9.99,446.89597988441375,5165.929260290511
692.77,9.99,447.8729148213491,5175.686459698999
692.77,9.99,448.8498497582845,5185.443659107487
692.77,9.99,449.8267846952199,5195.200858515975
692.77,9.99,450.80371963215526,5204.958057924463
692.77,9.99,451.78065456909064,5214.715257332951
692.77,9.99,452.757589506026,5224.472456741439
692.77,9.99,453.7345244429614,5234.229656149927
692.77,9.99,454.7114593798968,5243.986855558415
692.77,9.99,455.68839431683216,5253.744054966904
692.77,9.99,456.66532925376754,5263.501254375391
692.77,9.99,457.6422641907029,5273.258453783879
692.77,9.99,458.6191991276383,5283.015653192368
692.77,9.99,459.5961340645737,5292.772852600855
692.77,9.99,460.57306900150905,5302.530052009343
692.77,9.99,461.55000393844443,5312.287251417832
692.77,9.99,462.5269388753798,5322.04445082632
692.77,9.99,463.5038738123152,5331.801650234807
692.77,9.99,464.48080874925057,5341.558849643296
692.77,9.99,465.45774368618595,5351.316049051784
692.77,9.99,466.43467862312133,5361.073248460272
692.77,9.99,467.4116135600567,5370.83044786876
692.77,9.99,468.3885484969921,5380.587647277248
692.77,9.99,469.36548343392747,5390.344846685736
692.77,9.99,470.34241837086284,5400.102046094224
692.77,9.99,471.3193533077982,5409.859245502712
692.77,9.99,472.2962882447336,5419.6164449112
692.77,9.99,473.273223181669,5429.3736443196885
692.77,9.99,474.25015811860436,5439.130843728176
692.77,9.99,475.22709305553974,5448.888043136664
692.77,9.99,476.2040279924751,5458.6452425451525
692.77,9.99,477.1809629294105,5468.40244195364
692.77,9.99,478.1578978663459,5478.159641362128
692.77,9.99,479.13483280328126,5487.916840770617
692.77,9.99,480.11176774021664,5497.674040179105
692.77,9.99,481.088702677152,5507.431239587592
692.77,9.99,482.0656376140874,5517.188438996081
692.77,9.99,483.0425725510228,5526.945638404569
692.77,9.99,484.01950748795815,5536.702837813056
692.77,9.99,484.99644242489353,5546.460037221545
692.77,9.99,485.9733773618289,5556.217236630033
692.77,9.99,486.9503122987643,5565.974436038521
692.77,9.99,487.92724723569967,5575.731635447009
692.77,9.99,488.90418217263505,5585.488834855497
692.77,9.99,489.8811171095704,5595.246034263985
692.77,9.99,490.8580520465058,5605.003233672473
692.77,9.99,491.8349869834412,5614.760433080961
692.77,9.99,492.81192192037656,5624.517632489449
692.77,9.99,493.78885685731194,5634.2748318979375
692.77,9.99,494.7657917942473,5644.032031306425
692.77,9.99,495.7427267311827,5653.789230714913
692.77,9.99,496.7196616681181,5663.5464301234015
692.77,9.99,497.69659660505346,5673.303629531889
692.77,9.99,498.67353154198884,5683.060828940377
692.77,9.99,499.6504664789242,5692.8180283488655
692.77,9.99,500.6274014158596,5702.575227757354
692.77,9.99,501.604336352795,5712.332427165841
692.77,9.99,502.58127128973035,5722.0896265743295
692.77,9.99,503.55820622666573,5731.846825982818
692.77,9.99,504.5351411636011,5741.604025391305
692.77,9.99,505.5120761005365,5751.3612247997935
692.77,9.99,506.48901103747187,5761.118424208282
692.77,9.99,507.46594597440725,5770.87562361677
692.77,9.99,508.4428809113426,5780.6328230252575
692.77,9.99,509.419815848278,5790.390022433746
692.77,9.99,510.3967507852134,5800.147221842234
692.77,9.99,511.37368572214876,5809.9044212507215
692.77,9.99,512.3506206590841,5819.66162065921
692.77,9.99,513.3275555960195,5829.418820067697
692.77,9.99,514.3044905329548,5839.176019476185
692.77,9.99,515.2814254698901,5848.933218884672
692.77,9.99,516.2583604068254,5858.690418293159
692.77,9.99,517.2352953437608,5868.447617701647
692.77,9.99,518.2122302806961,5878.204817110134
692.77,9.99,519.1891652176314,5887.962016518622
692.77,9.99,520.1661001545667,5897.719215927109
692.77,9.99,521.143035091502,5907.476415335596
692.77,9.99,522.1199700284374,5917.233614744085
692.77,9.99,523.0969049653727,5926.990814152572
692.77,9.99,524.073839902308,5936.748013561059
692.77,9.99,525.0507748392433,5946.505212969547
692.77,9.99,526.0277097761787,5956.262412378034
692.77,9.99,527.004644713114,5966.019611786522
692.77,9.99,527.9815796500493,5975.776811195009
692.77,9.99,528.9585145869846,5985.534010603496
692.77,9.99,529.9354495239199,5995.291210011984
692.77,9.99,530.9123844608553,6005.048409420471
692.77,9.99,531.8893193977906,6014.805608828959
692.77,9.99,532.8662543347259,6024.562808237447
692.77,9.99,533.8431892716612,6034.320007645934
692.77,9.99,534.8201242085966,6044.077207054422
692.77,9.99,535.7970591455319,6053.834406462909
692.77,9.99,536.7739940824672,6063.5916058713965
692.77,9.99,537.7509290194025,6073.348805279884
692.77,9.99,538.7278639563378,6083.106004688371
692.77,9.99,539.7047988932732,6092.863204096859
692.77,9.99,540.6817338302085,6102.620403505346
692.77,9.99,541.6586687671438,6112.3776029138335
692.77,9.99,542.6356037040791,6122.134802322321
692.77,9.99,543.6125386410145,6131.892001730809
692.77,9.99,544.5894735779498,6141.649201139297
692.77,9.99,545.5664085148851,6151.406400547784
692.77,9.99,546.5433434518204,6161.163599956271
692.77,9.99,547.5202783887557,6170.920799364759
692.77,9.99,548.4972133256911,6180.677998773246
692.77,9.99,549.4741482626264,6190.4351981817335
692.77,9.99,550.4510831995617,6200.192397590221
692.77,9.99,551.428018136497,6209.949596998708
692.77,9.99,552.4049530734324,6219.706796407196
692.77,9.99,553.3818880103677,6229.463995815683
692.77,9.99,554.358822947303,6239.221195224171
692.77,9.99,555.3357578842383,6248.978394632659
692.77,9.99,556.3126928211736,6258.735594041146
692.77,9.99,557.289627758109,6268.492793449634
692.77,9.99,558.2665626950443,6278.249992858121
692.77,9.99,559.2434976319796,6288.007192266608
692.77,9.99,560.2204325689149,6297.764391675096
692.77,9.99,561.1973675058503,6307.521591083583
692.77,9.99,562.1743024427856,6317.278790492071
692.77,9.99,563.1512373797209,6327.035989900558
692.77,9.99,564.1281723166562,6336.793189309046
692.77,9.99,565.1051072535915,6346.550388717534
692.77,9.99,566.0820421905269,6356.307588126021
692.77,9.99,567.0589771274622,6366.0647875345085
692.77,9.99,568.0359120643975,6375.821986942996
692.77,9.99,569.0128470013328,6385.579186351483
692.77,9.99,569.9897819382682,6395.336385759971
692.77,9.99,570.9667168752035,6405.093585168458
692.77,9.99,571.9436518121388,6414.850784576945
692.77,9.99,572.9205867490741,6424.607983985433
692.77,9.99,573.8975216860094,6434.36518339392
692.77,9.99,574.8744566229448,6444.1223828024085
692.77,9.99,575.8513915598801,6453.879582210896
692.77,9.99,576.8283264968154,6463.636781619383
692.77,9.99,577.8052614337507,6473.393981027871
692.77,9.99,578.782196370686,6483.151180436358
692.77,9.99,579.7591313076214,6492.9083798448455
692.77,9.99,580.7360662445567,6502.665579253333
692.77,9.99,581.713001181492,6512.42277866182
692.77,9.99,582.6899361184273,6522.179978070308
692.77,9.99,583.6668710553627,6531.937177478795
692.77,9.99,584.643805992298,6541.6943768872825
692.77,9.99,585.6207409292333,6551.451576295771
